adsh,cik,ticker,name,sec_url,accepted_filing_time,accepted_filing_date
0000704051-16-000198,704051,LMHA,"LEGG MASON, INC.",https://www.sec.gov/Archives/edgar/data/704051/000070405116000198/0000704051-16-000198.txt,2016-11-01 16:58:00,2016-11-01
0000704051-16-000198,704051,LMHB,"LEGG MASON, INC.",https://www.sec.gov/Archives/edgar/data/704051/000070405116000198/0000704051-16-000198.txt,2016-11-01 16:58:00,2016-11-01
0000704051-19-000105,704051,LMHA,"LEGG MASON, INC.",https://www.sec.gov/Archives/edgar/data/704051/000070405119000105/0000704051-19-000105.txt,2019-08-06 16:58:00,2019-08-06
0000704051-19-000105,704051,LMHB,"LEGG MASON, INC.",https://www.sec.gov/Archives/edgar/data/704051/000070405119000105/0000704051-19-000105.txt,2019-08-06 16:58:00,2019-08-06
0000712515-17-000010,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251517000010/0000712515-17-000010.txt,2017-02-07 16:19:00,2017-02-07
0000712515-17-000063,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251517000063/0000712515-17-000063.txt,2017-08-08 17:06:00,2017-08-08
0000712515-17-000078,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251517000078/0000712515-17-000078.txt,2017-11-06 17:57:00,2017-11-06
0000712515-20-000006,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251520000006/0000712515-20-000006.txt,2020-02-04 16:19:00,2020-02-04
0000712515-16-000086,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251516000086/0000712515-16-000086.txt,2016-02-08 16:34:00,2016-02-08
0000712515-16-000138,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251516000138/0000712515-16-000138.txt,2016-08-09 16:26:00,2016-08-09
0000712515-20-000068,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251520000068/0000712515-20-000068.txt,2020-08-07 18:03:00,2020-08-07
0000712515-19-000004,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251519000004/0000712515-19-000004.txt,2019-02-06 16:20:00,2019-02-06
0000712515-18-000059,712515,EA,ELECTRONIC ARTS INC.,https://www.sec.gov/Archives/edgar/data/712515/000071251518000059/0000712515-18-000059.txt,2018-11-06 16:25:00,2018-11-06
