adsh,cik,ticker,name,sec_url,accepted_filing_time,accepted_filing_date
0000310522-16-000672,310522,FNMAI,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAG,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAJ,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAT,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMFN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAL,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAN,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAK,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAM,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAO,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMFM,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAH,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-16-000672,310522,FNMAP,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052216000672/0000310522-16-000672.txt,2016-11-03 07:25:00,2016-11-03
0000310522-18-000117,310522,FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052218000117/0000310522-18-000117.txt,2018-05-03 07:25:00,2018-05-03
0000310522-18-000117,310522,FNMFO,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052218000117/0000310522-18-000117.txt,2018-05-03 07:25:00,2018-05-03
0000310522-18-000117,310522,FNMAS,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052218000117/0000310522-18-000117.txt,2018-05-03 07:25:00,2018-05-03
0000310522-18-000117,310522,FNMAI,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052218000117/0000310522-18-000117.txt,2018-05-03 07:25:00,2018-05-03
0000310522-18-000117,310522,FNMAG,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052218000117/0000310522-18-000117.txt,2018-05-03 07:25:00,2018-05-03
0000310522-18-000117,310522,FNMAJ,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://www.sec.gov/Archives/edgar/data/310522/000031052218000117/0000310522-18-000117.txt,2018-05-03 07:25:00,2018-05-03
