adsh,cik,ticker,name,sec_url,accepted_filing_time,accepted_filing_date
0001437749-16-042170,13573,BWL-A,BOWL AMERICA INC,https://www.sec.gov/Archives/edgar/data/13573/000143774916042170/0001437749-16-042170.txt,2016-11-15 16:04:00,2016-11-15
0001437749-18-009984,13573,BWL-A,BOWL AMERICA INC,https://www.sec.gov/Archives/edgar/data/13573/000143774918009984/0001437749-18-009984.txt,2018-05-15 16:01:00,2018-05-15
0001437749-17-002424,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774917002424/0001437749-17-002424.txt,2017-02-14 16:16:00,2017-02-14
0001437749-17-014728,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774917014728/0001437749-17-014728.txt,2017-08-14 16:33:00,2017-08-14
0001437749-20-010724,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774920010724/0001437749-20-010724.txt,2020-05-14 13:07:00,2020-05-14
0001437749-20-003049,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774920003049/0001437749-20-003049.txt,2020-02-19 17:31:00,2020-02-19
0001127855-16-000637,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000112785516000637/0001127855-16-000637.txt,2016-05-10 15:23:00,2016-05-10
0001127855-16-000522,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000112785516000522/0001127855-16-000522.txt,2016-02-16 10:35:00,2016-02-16
0001437749-16-037213,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774916037213/0001437749-16-037213.txt,2016-08-11 21:23:00,2016-08-11
0001437749-20-017645,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774920017645/0001437749-20-017645.txt,2020-08-12 15:07:00,2020-08-12
0001437749-17-009189,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774917009189/0001437749-17-009189.txt,2017-05-15 14:53:00,2017-05-15
0001437749-19-002890,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774919002890/0001437749-19-002890.txt,2019-02-19 17:24:00,2019-02-19
0001437749-18-015624,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774918015624/0001437749-18-015624.txt,2018-08-14 17:04:00,2018-08-14
0001437749-19-010427,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774919010427/0001437749-19-010427.txt,2019-05-20 06:19:00,2019-05-20
0001437749-18-002864,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774918002864/0001437749-18-002864.txt,2018-02-20 16:16:00,2018-02-20
0001437749-18-010044,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774918010044/0001437749-18-010044.txt,2018-05-15 17:26:00,2018-05-15
0001437749-19-017129,1508348,ACAN,"AMERICANN, INC.",https://www.sec.gov/Archives/edgar/data/1508348/000143774919017129/0001437749-19-017129.txt,2019-08-19 17:17:00,2019-08-19
0001437749-17-002425,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774917002425/0001437749-17-002425.txt,2017-02-14 16:16:00,2017-02-14
0001437749-17-019132,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774917019132/0001437749-17-019132.txt,2017-11-13 16:17:00,2017-11-13
0001437749-20-010761,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774920010761/0001437749-20-010761.txt,2020-05-14 16:17:00,2020-05-14
0001437749-20-002308,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774920002308/0001437749-20-002308.txt,2020-02-11 16:16:00,2020-02-11
0001437749-16-031438,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774916031438/0001437749-16-031438.txt,2016-05-10 16:20:00,2016-05-10
0001437749-16-025033,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774916025033/0001437749-16-025033.txt,2016-02-09 16:18:00,2016-02-09
0001437749-17-009068,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774917009068/0001437749-17-009068.txt,2017-05-15 08:32:00,2017-05-15
0001437749-19-002336,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774919002336/0001437749-19-002336.txt,2019-02-12 16:16:00,2019-02-12
0001437749-18-020576,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774918020576/0001437749-18-020576.txt,2018-11-13 16:18:00,2018-11-13
0001437749-19-022926,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774919022926/0001437749-19-022926.txt,2019-11-14 16:22:00,2019-11-14
0001437749-19-009308,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774919009308/0001437749-19-009308.txt,2019-05-09 16:16:00,2019-05-09
0001437749-18-002367,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774918002367/0001437749-18-002367.txt,2018-02-13 16:16:00,2018-02-13
0001437749-16-041271,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774916041271/0001437749-16-041271.txt,2016-11-07 16:18:00,2016-11-07
0001437749-18-009776,787253,NAII,NATURAL ALTERNATIVES INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/787253/000143774918009776/0001437749-18-009776.txt,2018-05-14 16:29:00,2018-05-14
0001437749-17-002429,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774917002429/0001437749-17-002429.txt,2017-02-14 16:22:00,2017-02-14
0001437749-17-014716,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774917014716/0001437749-17-014716.txt,2017-08-14 16:18:00,2017-08-14
0001437749-17-019130,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774917019130/0001437749-17-019130.txt,2017-11-13 16:07:00,2017-11-13
0001437749-20-002794,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774920002794/0001437749-20-002794.txt,2020-02-14 17:16:00,2020-02-14
0001437749-16-025443,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774916025443/0001437749-16-025443.txt,2016-02-16 16:10:00,2016-02-16
0001437749-16-037493,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774916037493/0001437749-16-037493.txt,2016-08-15 16:59:00,2016-08-15
0001437749-20-018053,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774920018053/0001437749-20-018053.txt,2020-08-14 16:33:00,2020-08-14
0001437749-19-002656,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774919002656/0001437749-19-002656.txt,2019-02-14 16:55:00,2019-02-14
0001437749-18-020834,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774918020834/0001437749-18-020834.txt,2018-11-14 16:23:00,2018-11-14
0001437749-19-022952,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774919022952/0001437749-19-022952.txt,2019-11-14 17:14:00,2019-11-14
0001437749-18-015621,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774918015621/0001437749-18-015621.txt,2018-08-14 16:53:00,2018-08-14
0001437749-18-002591,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774918002591/0001437749-18-002591.txt,2018-02-14 17:31:00,2018-02-14
0001437749-16-041998,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774916041998/0001437749-16-041998.txt,2016-11-14 13:27:00,2016-11-14
0001437749-19-016854,39092,FRD,FRIEDMAN INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/39092/000143774919016854/0001437749-19-016854.txt,2019-08-14 17:08:00,2019-08-14
0001437749-17-002430,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000143774917002430/0001437749-17-002430.txt,2017-02-14 16:23:00,2017-02-14
0001437749-17-019348,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000143774917019348/0001437749-17-019348.txt,2017-11-14 16:03:00,2017-11-14
0001493152-20-008359,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000149315220008359/0001493152-20-008359.txt,2020-05-12 15:11:00,2020-05-12
0001493152-20-001942,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000149315220001942/0001493152-20-001942.txt,2020-02-11 16:01:00,2020-02-11
0001144204-16-101724,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000114420416101724/0001144204-16-101724.txt,2016-05-13 15:15:00,2016-05-13
0001144204-16-082720,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000114420416082720/0001144204-16-082720.txt,2016-02-16 16:35:00,2016-02-16
0001437749-17-009206,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000143774917009206/0001437749-17-009206.txt,2017-05-15 15:46:00,2017-05-15
0001654954-19-001448,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000165495419001448/0001654954-19-001448.txt,2019-02-13 16:02:00,2019-02-13
0001654954-18-012550,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000165495418012550/0001654954-18-012550.txt,2018-11-13 17:22:00,2018-11-13
0001654954-19-012726,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000165495419012726/0001654954-19-012726.txt,2019-11-12 16:32:00,2019-11-12
0001654954-19-005686,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000165495419005686/0001654954-19-005686.txt,2019-05-10 16:08:00,2019-05-10
0001437749-18-002363,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000143774918002363/0001437749-18-002363.txt,2018-02-13 15:46:00,2018-02-13
0001437749-16-041676,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000143774916041676/0001437749-16-041676.txt,2016-11-10 09:13:00,2016-11-10
0001437749-18-009734,1083743,FLUX,"FLUX POWER HOLDINGS, INC.",https://www.sec.gov/Archives/edgar/data/1083743/000143774918009734/0001437749-18-009734.txt,2018-05-14 13:43:00,2018-05-14
0001437749-17-002434,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774917002434/0001437749-17-002434.txt,2017-02-14 17:05:00,2017-02-14
0001437749-17-014740,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774917014740/0001437749-17-014740.txt,2017-08-14 16:52:00,2017-08-14
0001437749-20-010783,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774920010783/0001437749-20-010783.txt,2020-05-14 17:02:00,2020-05-14
0001437749-20-002612,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774920002612/0001437749-20-002612.txt,2020-02-13 17:01:00,2020-02-13
0001437749-16-031993,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774916031993/0001437749-16-031993.txt,2016-05-16 14:32:00,2016-05-16
0001437749-16-025294,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774916025294/0001437749-16-025294.txt,2016-02-12 16:15:00,2016-02-12
0001437749-16-037498,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774916037498/0001437749-16-037498.txt,2016-08-15 17:06:00,2016-08-15
0001437749-20-017838,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774920017838/0001437749-20-017838.txt,2020-08-13 17:01:00,2020-08-13
0001437749-17-009258,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774917009258/0001437749-17-009258.txt,2017-05-15 16:45:00,2017-05-15
0001437749-19-002662,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774919002662/0001437749-19-002662.txt,2019-02-14 17:12:00,2019-02-14
0001437749-18-015603,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774918015603/0001437749-18-015603.txt,2018-08-14 16:19:00,2018-08-14
0001437749-19-010084,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774919010084/0001437749-19-010084.txt,2019-05-15 16:40:00,2019-05-15
0001437749-18-002589,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774918002589/0001437749-18-002589.txt,2018-02-14 17:35:00,2018-02-14
0001437749-18-009985,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774918009985/0001437749-18-009985.txt,2018-05-15 16:01:00,2018-05-15
0001437749-19-016847,1378590,BLIN,"BRIDGELINE DIGITAL, INC.",https://www.sec.gov/Archives/edgar/data/1378590/000143774919016847/0001437749-19-016847.txt,2019-08-14 17:02:00,2019-08-14
0001437749-17-002459,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774917002459/0001437749-17-002459.txt,2017-02-14 17:23:00,2017-02-14
0001437749-17-014546,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774917014546/0001437749-17-014546.txt,2017-08-11 16:44:00,2017-08-11
0001437749-17-018916,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774917018916/0001437749-17-018916.txt,2017-11-09 16:56:00,2017-11-09
0001437749-16-025288,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774916025288/0001437749-16-025288.txt,2016-02-12 16:02:00,2016-02-12
0001437749-16-037317,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774916037317/0001437749-16-037317.txt,2016-08-12 16:03:00,2016-08-12
0001437749-19-011822,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774919011822/0001437749-19-011822.txt,2019-06-11 17:27:00,2019-06-11
0001437749-19-011824,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774919011824/0001437749-19-011824.txt,2019-06-11 17:29:00,2019-06-11
0001437749-19-011883,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774919011883/0001437749-19-011883.txt,2019-06-12 17:00:00,2019-06-12
0001437749-18-002061,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774918002061/0001437749-18-002061.txt,2018-02-08 16:02:00,2018-02-08
0001437749-16-042061,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774916042061/0001437749-16-042061.txt,2016-11-14 16:07:00,2016-11-14
0001437749-19-016531,1084332,SLNM,SALON MEDIA GROUP INC,https://www.sec.gov/Archives/edgar/data/1084332/000143774919016531/0001437749-19-016531.txt,2019-08-13 14:46:00,2019-08-13
0001437749-17-002475,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774917002475/0001437749-17-002475.txt,2017-02-14 17:32:00,2017-02-14
0001437749-17-014627,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774917014627/0001437749-17-014627.txt,2017-08-14 10:59:00,2017-08-14
0001437749-20-010970,47307,CRAWA,CRAWFORD UNITED CORP,https://www.sec.gov/Archives/edgar/data/47307/000143774920010970/0001437749-20-010970.txt,2020-05-15 13:55:00,2020-05-15
0000047307-16-000031,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000004730716000031/0000047307-16-000031.txt,2016-05-16 13:59:00,2016-05-16
0000047307-16-000027,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000004730716000027/0000047307-16-000027.txt,2016-02-16 10:24:00,2016-02-16
0000047307-16-000038,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000004730716000038/0000047307-16-000038.txt,2016-08-15 14:03:00,2016-08-15
0001437749-20-017917,47307,CRAWA,CRAWFORD UNITED CORP,https://www.sec.gov/Archives/edgar/data/47307/000143774920017917/0001437749-20-017917.txt,2020-08-14 08:53:00,2020-08-14
0001437749-17-009148,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774917009148/0001437749-17-009148.txt,2017-05-15 13:05:00,2017-05-15
0001437749-18-020814,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774918020814/0001437749-18-020814.txt,2018-11-14 16:05:00,2018-11-14
0001437749-19-022689,47307,CRAWA,CRAWFORD UNITED CORP,https://www.sec.gov/Archives/edgar/data/47307/000143774919022689/0001437749-19-022689.txt,2019-11-13 16:31:00,2019-11-13
0001437749-18-015615,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774918015615/0001437749-18-015615.txt,2018-08-14 16:35:00,2018-08-14
0001437749-19-009852,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774919009852/0001437749-19-009852.txt,2019-05-14 16:50:00,2019-05-14
0001437749-18-009929,47307,CRAWA,HICKOK INC,https://www.sec.gov/Archives/edgar/data/47307/000143774918009929/0001437749-18-009929.txt,2018-05-15 13:18:00,2018-05-15
0001437749-19-016640,47307,CRAWA,CRAWFORD UNITED CORP,https://www.sec.gov/Archives/edgar/data/47307/000143774919016640/0001437749-19-016640.txt,2019-08-14 06:08:00,2019-08-14
0001445260-17-000008,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526017000008/0001445260-17-000008.txt,2017-02-14 10:04:00,2017-02-14
0001445260-17-000034,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526017000034/0001445260-17-000034.txt,2017-08-14 10:21:00,2017-08-14
0001445260-20-000052,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526020000052/0001445260-20-000052.txt,2020-05-14 16:34:00,2020-05-14
0001445260-20-000011,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526020000011/0001445260-20-000011.txt,2020-02-13 16:17:00,2020-02-13
0001445260-16-000076,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526016000076/0001445260-16-000076.txt,2016-05-10 09:19:00,2016-05-10
0001445260-16-000059,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526016000059/0001445260-16-000059.txt,2016-02-09 10:34:00,2016-02-09
0001445260-16-000086,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526016000086/0001445260-16-000086.txt,2016-08-09 10:27:00,2016-08-09
0001445260-20-000071,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526020000071/0001445260-20-000071.txt,2020-08-11 16:17:00,2020-08-11
0001445260-17-000028,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526017000028/0001445260-17-000028.txt,2017-05-15 09:40:00,2017-05-15
0001445260-19-000010,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526019000010/0001445260-19-000010.txt,2019-02-12 10:32:00,2019-02-12
0001445260-18-000033,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526018000033/0001445260-18-000033.txt,2018-08-14 10:26:00,2018-08-14
0001445260-19-000038,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526019000038/0001445260-19-000038.txt,2019-05-14 11:12:00,2019-05-14
0001445260-18-000008,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526018000008/0001445260-18-000008.txt,2018-02-13 10:20:00,2018-02-13
0001445260-18-000023,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526018000023/0001445260-18-000023.txt,2018-05-15 11:06:00,2018-05-15
0001445260-19-000054,874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC,https://www.sec.gov/Archives/edgar/data/874292/000144526019000054/0001445260-19-000054.txt,2019-08-13 09:57:00,2019-08-13
0001445866-17-000152,1165320,GBLX,"GROWBLOX SCIENCES, INC.",https://www.sec.gov/Archives/edgar/data/1165320/000144586617000152/0001445866-17-000152.txt,2017-02-14 15:41:00,2017-02-14
0001445866-17-001199,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000144586617001199/0001445866-17-001199.txt,2017-08-14 15:34:00,2017-08-14
0001445866-17-001661,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000144586617001661/0001445866-17-001661.txt,2017-11-17 18:11:00,2017-11-17
0001437749-20-002936,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000143774920002936/0001437749-20-002936.txt,2020-02-18 17:27:00,2020-02-18
0001445866-16-001612,1165320,GBLX,"GROWBLOX SCIENCES, INC.",https://www.sec.gov/Archives/edgar/data/1165320/000144586616001612/0001445866-16-001612.txt,2016-02-16 14:19:00,2016-02-16
0001445866-16-002507,1165320,GBLX,"GROWBLOX SCIENCES, INC.",https://www.sec.gov/Archives/edgar/data/1165320/000144586616002507/0001445866-16-002507.txt,2016-08-15 16:00:00,2016-08-15
0001437749-20-019228,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000143774920019228/0001437749-20-019228.txt,2020-09-02 16:40:00,2020-09-02
0001445866-19-000176,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000144586619000176/0001445866-19-000176.txt,2019-02-19 17:18:00,2019-02-19
0001445866-19-001380,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000144586619001380/0001445866-19-001380.txt,2019-11-15 16:45:00,2019-11-15
0001445866-18-000838,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000144586618000838/0001445866-18-000838.txt,2018-08-14 15:41:00,2018-08-14
0001445866-18-000170,1165320,GBLX,GB SCIENCES INC,https://www.sec.gov/Archives/edgar/data/1165320/000144586618000170/0001445866-18-000170.txt,2018-02-14 17:37:00,2018-02-14
0001445866-16-002883,1165320,GBLX,"GROWBLOX SCIENCES, INC.",https://www.sec.gov/Archives/edgar/data/1165320/000144586616002883/0001445866-16-002883.txt,2016-11-14 13:42:00,2016-11-14
0001477932-17-000740,40570,JOB,GEE GROUP INC.,https://www.sec.gov/Archives/edgar/data/40570/000147793217000740/0001477932-17-000740.txt,2017-02-14 08:39:00,2017-02-14
0001477932-17-003963,40570,JOB,GEE GROUP INC.,https://www.sec.gov/Archives/edgar/data/40570/000147793217003963/0001477932-17-003963.txt,2017-08-14 17:24:00,2017-08-14
0001477932-20-002826,40570,JOB,GEE GROUP INC.,https://www.sec.gov/Archives/edgar/data/40570/000147793220002826/0001477932-20-002826.txt,2020-05-15 16:10:00,2020-05-15
